Date,Open,High,Low,Close,Adj Close,Volume
2008-08-07,68.449997,68.500000,67.800003,67.949997,49.373024,5769500
2008-08-08,67.940002,69.459999,67.849998,69.349998,50.390259,8564700
2008-08-11,69.349998,69.480003,68.760002,69.269997,50.332142,6004500
2008-08-12,69.400002,69.849998,68.949997,69.620003,50.586456,5342300
2008-08-13,69.349998,70.129997,69.209999,69.739998,50.673649,6085800
2008-08-14,69.769997,70.830002,69.129997,69.940002,50.818974,5605200
2008-08-15,70.199997,70.430000,69.769997,70.199997,51.007881,5637500
2008-08-18,70.459999,70.650002,69.550003,69.809998,50.724503,4405300
2008-08-19,69.400002,70.489998,69.230003,70.099998,50.935246,6164700
2008-08-20,70.370003,70.370003,69.400002,69.849998,50.753574,4082700
2008-08-21,69.510002,69.660004,68.650002,69.389999,50.419331,5647400
2008-08-22,69.559998,70.199997,69.389999,69.900002,50.789902,3392300
2008-08-25,69.599998,69.900002,68.750000,69.050003,50.172283,3999000
2008-08-26,69.150002,69.309998,68.459999,68.699997,49.917973,4386200
2008-08-27,68.580002,69.209999,68.260002,69.199997,50.281292,2960100
2008-08-28,69.370003,69.459999,68.879997,69.190002,50.273998,3326100
2008-08-29,69.180000,69.480003,68.430000,68.480003,49.758125,4206100
2008-09-02,68.889999,70.550003,68.860001,69.459999,50.470196,6397600
2008-09-03,68.949997,69.300003,68.480003,69.190002,50.583504,5213300
2008-09-04,68.989998,69.830002,68.300003,68.389999,49.998650,5859800
2008-09-05,68.139999,69.150002,68.139999,68.919998,50.386108,6165000
2008-09-08,69.220001,70.529999,69.220001,70.339996,51.424259,6948600
2008-09-09,69.970001,71.379997,69.970001,71.000000,51.906784,11337400
2008-09-10,71.260002,71.989998,70.419998,71.830002,52.513577,10297000
2008-09-11,71.529999,72.690002,71.029999,72.620003,53.091137,8129000
2008-09-12,72.220001,73.199997,72.059998,73.150002,53.478600,6930500
2008-09-15,72.080002,73.559998,72.080002,72.349998,52.893719,9174500
2008-09-16,71.410004,73.199997,71.410004,72.980003,53.354305,11410800
2008-09-17,72.629997,73.500000,71.529999,71.680000,52.403908,13533800
2008-09-18,71.980003,74.269997,71.529999,73.230003,53.537094,13124400
2008-09-19,73.629997,75.250000,72.320000,73.190002,53.507843,14671500
2008-09-22,72.919998,73.190002,70.809998,71.080002,51.965252,7445600
2008-09-23,71.139999,72.330002,70.570000,70.750000,51.724007,7294600
2008-09-24,70.360001,71.120003,69.510002,70.099998,51.248817,9390100
2008-09-25,70.410004,71.989998,70.290001,71.300003,52.126114,6851600
2008-09-26,70.300003,72.129997,70.300003,71.709999,52.425831,6489500
2008-09-29,70.830002,72.279999,68.809998,69.660004,50.927116,11650400
2008-09-30,69.879997,71.690002,69.879997,71.269997,52.104149,10903100
2008-10-01,70.660004,72.169998,70.660004,71.639999,52.374638,7986600
2008-10-02,71.180000,72.239998,70.769997,70.910004,51.840977,10862600
2008-10-03,71.570000,71.599998,68.660004,69.000000,50.444607,10360800
2008-10-06,67.620003,69.269997,64.750000,66.639999,48.719276,15854700
2008-10-07,67.250000,67.849998,64.690002,65.120003,47.608013,12900400
2008-10-08,64.349998,65.779999,62.770000,63.610001,46.504082,12963300
2008-10-09,63.759998,64.449997,59.509998,59.520000,43.513969,15361400
2008-10-10,57.680000,62.779999,53.209999,57.799999,42.256496,21549700
2008-10-13,59.330002,62.240002,58.549999,61.770000,45.158890,13334500
2008-10-14,56.279999,58.700001,53.259998,54.400002,39.770821,34963700
2008-10-15,54.150002,54.720001,50.650002,51.250000,37.467903,22994100
2008-10-16,51.389999,53.250000,50.660000,53.080002,38.805798,19697100
2008-10-17,51.869999,55.480000,51.750000,53.880001,39.390656,14242400
2008-10-20,54.540001,56.759998,53.849998,56.759998,41.496174,13080400
2008-10-21,55.990002,56.630001,54.700001,55.000000,40.209469,9079800
2008-10-22,53.990002,54.860001,52.389999,53.639999,39.215206,9405500
2008-10-23,53.730000,54.619999,51.060001,53.480000,39.098240,11878400
2008-10-24,50.509998,53.009998,50.410000,51.759998,37.840767,10365200
2008-10-27,52.180000,53.770000,50.720001,51.490002,37.643375,9168600
2008-10-28,52.650002,56.500000,52.160000,55.830002,40.816269,12930100
2008-10-29,55.860001,57.480000,54.220001,55.000000,40.209469,9255900
2008-10-30,56.220001,57.680000,55.820000,57.080002,41.730118,10030900
2008-10-31,57.000000,57.990002,56.250000,57.009998,41.678944,9416200
2008-11-03,56.970001,57.860001,56.500000,57.470001,42.015244,5567000
2008-11-04,58.490002,59.230000,57.740002,58.340000,42.651287,6680000
2008-11-05,58.529999,59.049999,56.650002,57.009998,41.678944,8610400
2008-11-06,56.419998,57.400002,54.099998,54.849998,40.099808,10154600
2008-11-07,55.299999,56.169998,54.240002,55.360001,40.472656,9906900
2008-11-10,56.380001,56.389999,53.750000,54.610001,39.924351,7633300
2008-11-11,54.610001,56.119999,53.470001,55.080002,40.267971,7532200
2008-11-12,54.119999,55.060001,52.919998,53.099998,38.820415,7447800
2008-11-13,53.279999,55.689999,52.009998,55.590000,40.640808,10991600
2008-11-14,54.779999,56.130001,52.110001,53.520000,39.127468,9990700
2008-11-17,53.470001,54.790001,52.599998,52.970001,38.725380,8527600
2008-11-18,52.020000,53.880001,51.110001,53.139999,38.849663,13268800
2008-11-19,52.810001,54.400002,51.799999,52.099998,38.089340,11360000
2008-11-20,51.590000,53.950001,50.000000,50.290001,36.766079,13542800
2008-11-21,51.240002,54.779999,49.740002,54.590000,39.909725,17891200
2008-11-24,54.900002,55.990002,52.919998,55.660000,40.691978,14416500
2008-11-25,55.709999,56.860001,52.639999,54.000000,39.478386,11302400
2008-11-26,53.880001,55.029999,52.529999,54.930000,40.158295,8115500
2008-11-28,55.180000,56.810001,55.009998,56.700001,41.452316,3526300
2008-12-01,55.560001,56.400002,53.540001,53.639999,39.215206,7918200
2008-12-02,54.509998,54.840000,53.110001,54.450001,39.807373,7039200
2008-12-03,53.490002,54.230000,52.480000,54.080002,39.847904,10379100
2008-12-04,53.660000,54.509998,51.820000,52.330002,38.558437,7775200
2008-12-05,52.410000,54.509998,51.369999,53.369999,39.324757,9936200
2008-12-08,54.389999,54.500000,52.860001,53.599998,39.494217,9974200
2008-12-09,53.419998,53.630001,51.959999,52.270000,38.514229,7472100
2008-12-10,52.619999,53.470001,52.270000,53.009998,39.059490,5651200
2008-12-11,53.000000,54.000000,52.430000,52.709999,38.838436,5699500
2008-12-12,51.549999,52.340000,51.009998,52.029999,38.337399,6984400
2008-12-15,52.410000,52.869999,51.119999,52.419998,38.624767,6148700
2008-12-16,52.910000,54.419998,52.509998,54.209999,39.943695,9408900
2008-12-17,53.770000,54.910000,53.259998,54.330002,40.032108,8002500
2008-12-18,54.619999,55.380001,54.380001,54.709999,40.312107,10270600
2008-12-19,54.840000,55.490002,53.830002,54.090000,39.855274,11422100
2008-12-22,54.279999,54.849998,52.959999,53.750000,39.604752,5738700
2008-12-23,53.770000,55.240002,53.660000,54.169998,39.914223,6249900
2008-12-24,54.250000,54.840000,54.070000,54.540001,40.186840,2051200
2008-12-26,54.689999,55.119999,54.270000,54.560001,40.201569,2855000
2008-12-29,54.810001,55.070000,53.419998,54.070000,39.840538,4708600
2008-12-30,54.110001,55.020000,54.090000,54.880001,40.437370,5010600
2008-12-31,55.029999,55.570000,54.610001,54.770000,40.356323,5024400
2009-01-02,54.930000,56.139999,54.720001,55.970001,41.240520,5182400
2009-01-05,55.820000,55.900002,55.099998,55.599998,40.967888,7122000
2009-01-06,55.930000,56.930000,55.000000,55.700001,41.041573,8081600
2009-01-07,55.340000,55.340000,53.680000,53.889999,39.707901,7364600
2009-01-08,53.799999,54.070000,52.799999,53.250000,39.236324,8210400
2009-01-09,53.470001,53.799999,52.400002,52.570000,38.735287,6910700
2009-01-12,52.660000,52.660000,51.070000,51.389999,37.865814,9240700
2009-01-13,51.389999,52.459999,51.200001,52.230000,38.484760,9295800
2009-01-14,51.900002,51.919998,50.330002,51.099998,37.652134,8619000
2009-01-15,51.049999,51.099998,43.779999,50.529999,37.232155,8860900
2009-01-16,50.810001,51.689999,50.759998,51.369999,37.851074,8964200
2009-01-20,51.580002,52.090000,50.330002,50.430000,37.158455,8057700
2009-01-21,51.049999,51.049999,49.619999,50.439999,37.165833,8982200
2009-01-22,49.820000,50.560001,49.240002,50.349998,37.099514,8916100
2009-01-23,49.400002,50.730000,49.099998,50.619999,37.298450,7818700
2009-01-26,50.790001,51.599998,50.000000,51.419998,37.887928,7619600
2009-01-27,51.560001,52.279999,51.389999,51.639999,38.050041,6763800
2009-01-28,51.849998,52.250000,51.360001,52.040001,38.344757,5803800
2009-01-29,51.849998,52.400002,51.419998,51.680000,38.079506,5372400
2009-01-30,51.500000,51.880001,49.980000,50.230000,37.011108,7582400
2009-02-02,49.759998,50.400002,49.040001,50.130001,36.937420,5659900
2009-02-03,50.520000,51.740002,49.770000,51.520000,37.961609,5319100
2009-02-04,51.540001,52.220001,51.000000,51.490002,37.939510,6898600
2009-02-05,50.860001,52.669998,50.590000,52.349998,38.573177,9224600
2009-02-06,52.279999,53.639999,52.150002,53.529999,39.442635,6908800
2009-02-09,53.259998,53.259998,50.779999,51.430000,37.895298,9006100
2009-02-10,50.919998,51.430000,49.220001,49.529999,36.495319,10779800
2009-02-11,50.139999,50.919998,49.580002,50.610001,37.291084,5917500
2009-02-12,50.509998,52.169998,50.000000,52.000000,38.315289,10423700
2009-02-13,52.070000,53.459999,51.080002,52.570000,38.735287,11981300
2009-02-17,51.450001,52.110001,50.500000,51.820000,38.182659,12454400
2009-02-18,52.270000,52.270000,51.130001,51.529999,37.968983,6145400
2009-02-19,51.270000,52.549999,51.000000,52.200001,38.462654,6862800
2009-02-20,51.529999,52.049999,50.970001,51.450001,37.910027,9897500
2009-02-23,51.459999,51.849998,50.029999,50.160000,36.959518,6899600
2009-02-24,50.880001,51.830002,50.110001,51.680000,38.079506,8221100
2009-02-25,51.520000,51.849998,50.520000,50.720001,37.372154,7180000
2009-02-26,51.130001,51.360001,49.330002,49.419998,36.414253,7448800
2009-02-27,49.150002,49.630001,48.139999,48.139999,35.471115,9237600
2009-03-02,47.310001,47.939999,46.759998,46.849998,34.520615,8637300
2009-03-03,47.750000,49.049999,47.279999,48.470001,35.714279,14962400
2009-03-04,48.750000,48.939999,47.000000,47.599998,35.383480,10631500
2009-03-05,46.980000,47.110001,45.389999,45.970001,34.171822,11778600
2009-03-06,46.070000,47.250000,45.980000,47.099998,35.011806,10849400
2009-03-09,46.599998,47.180000,45.630001,45.810001,34.052891,7985900
2009-03-10,46.099998,46.669998,45.849998,46.599998,34.640137,9347300
2009-03-11,46.689999,47.639999,46.560001,47.419998,35.249668,8048400
2009-03-12,47.279999,48.410000,47.070000,48.290001,35.896412,8257800
2009-03-13,48.580002,48.810001,47.930000,48.619999,36.141701,7977300
2009-03-16,48.910000,49.779999,48.660000,48.730000,36.223469,7482300
2009-03-17,48.720001,49.270000,48.020000,49.250000,36.610008,6697400
2009-03-18,48.209999,49.910000,48.209999,49.470001,36.773560,9202800
2009-03-19,49.869999,49.889999,48.700001,48.990002,36.416733,10284100
2009-03-20,49.240002,50.410000,49.240002,50.020000,37.182369,13268800
2009-03-23,50.330002,51.630001,50.230000,51.630001,38.379177,7535800
2009-03-24,51.169998,51.959999,51.119999,51.529999,38.304840,5903300
2009-03-25,52.209999,52.790001,51.669998,52.470001,39.003597,8705500
2009-03-26,52.970001,53.200001,52.000000,53.160000,39.516510,7122900
2009-03-27,52.639999,53.099998,52.119999,52.389999,38.944130,5875700
2009-03-30,52.060001,52.619999,51.279999,51.790001,38.498119,7584800
2009-03-31,52.259998,52.500000,51.480000,51.480000,38.267681,9179900
2009-04-01,51.009998,52.430000,51.000000,52.220001,38.817768,7010900
2009-04-02,52.930000,53.529999,52.509998,52.860001,39.293507,7436500
2009-04-03,53.000000,53.369999,52.250000,52.689999,39.167141,5591400
2009-04-06,52.540001,53.040001,52.250000,52.669998,39.152267,4506700
2009-04-07,52.560001,52.639999,52.029999,52.250000,38.840054,5547000
2009-04-08,52.259998,52.529999,51.849998,52.279999,38.862362,4920600
2009-04-09,52.349998,53.090000,51.860001,52.099998,38.728561,7165400
2009-04-13,52.020000,56.950001,51.290001,51.490002,38.275108,5863200
2009-04-14,51.139999,51.340000,50.279999,50.560001,37.583801,7731600
2009-04-15,50.240002,52.099998,50.240002,52.040001,38.683971,6727800
2009-04-16,52.240002,52.240002,51.160000,51.959999,38.624489,6115800
2009-04-17,52.000000,52.470001,51.700001,52.130001,38.750854,8820400
2009-04-20,51.320000,51.590000,49.520000,49.860001,37.063454,18459600
2009-04-21,50.169998,50.549999,48.500000,49.349998,36.684345,13960700
2009-04-22,49.860001,50.200001,47.880001,47.980000,35.665947,20499500
2009-04-23,48.400002,48.459999,47.500000,47.889999,35.599041,12256700
2009-04-24,48.310001,48.919998,47.930000,48.520000,36.067364,11306900
2009-04-27,48.279999,49.500000,48.169998,49.110001,36.505951,9540400
2009-04-28,48.709999,50.270000,48.709999,50.040001,37.197254,11569100
2009-04-29,50.160000,51.220001,50.160000,50.450001,37.502022,15118800
2009-04-30,50.910000,51.000000,49.520000,49.759998,36.989105,10978300
2009-05-01,49.759998,49.889999,48.830002,49.790001,37.011417,7617400
2009-05-04,50.169998,50.169998,48.869999,49.099998,36.498501,13087000
2009-05-05,49.130001,49.950001,49.119999,49.730000,36.966820,11609800
2009-05-06,50.299999,50.299999,49.189999,49.720001,36.959400,7561900
2009-05-07,49.860001,50.060001,49.240002,49.490002,36.788410,13254900
2009-05-08,49.880001,49.939999,49.090000,49.750000,36.981686,10686200
2009-05-11,49.549999,50.040001,49.279999,49.580002,36.855316,8192800
2009-05-12,49.720001,49.799999,48.820000,49.270000,36.624882,15410500
2009-05-13,49.200001,49.880001,49.139999,49.660000,36.914783,11299700
2009-05-14,49.700001,51.160000,49.509998,50.869999,37.814232,10200100
2009-05-15,50.529999,50.820000,50.029999,50.320000,37.405399,8205900
2009-05-18,50.619999,51.230000,50.349998,51.169998,38.037251,6461700
2009-05-19,51.290001,52.099998,51.099998,51.610001,38.364323,7584800
2009-05-20,51.869999,52.500000,51.540001,52.060001,38.698830,8536000
2009-05-21,51.639999,51.869999,50.990002,51.490002,38.275108,6096200
2009-05-22,51.580002,51.950001,51.200001,51.570000,38.334583,4565800
2009-05-26,51.009998,51.689999,50.910000,51.279999,38.119019,8835100
2009-05-27,51.380001,51.500000,49.820000,50.009998,37.174950,8811400
2009-05-28,50.250000,51.299999,50.160000,51.020000,37.925735,7960400
2009-05-29,51.060001,52.139999,50.849998,52.049999,38.691395,9341500
2009-06-01,52.270000,53.389999,52.250000,53.130001,39.494205,8262500
2009-06-02,53.470001,55.730000,53.150002,55.369999,41.159317,13707800
2009-06-03,54.900002,54.900002,53.889999,54.270000,40.672173,11515700
2009-06-04,54.270000,54.900002,53.799999,54.820000,41.084373,12602700
2009-06-05,55.369999,55.490002,54.500000,54.880001,41.129333,10394100
2009-06-08,54.680000,54.990002,53.549999,54.150002,40.582241,6846900
2009-06-09,54.209999,54.340000,53.209999,53.480000,40.080120,8065100
2009-06-10,53.730000,54.110001,52.990002,53.360001,39.990181,6291700
2009-06-11,53.189999,53.980000,52.930000,52.970001,39.697910,8817200
2009-06-12,52.849998,53.849998,52.599998,53.650002,40.207531,5958400
2009-06-15,53.450001,53.540001,52.779999,52.880001,39.630459,6089700
2009-06-16,53.060001,53.299999,52.200001,52.340000,39.225758,6477900
2009-06-17,52.310001,53.830002,52.110001,52.970001,39.697910,9395200
2009-06-18,53.130001,54.730000,52.880001,54.490002,40.837059,7047100
2009-06-19,54.740002,55.049999,53.689999,53.910000,40.402378,9530500
2009-06-22,53.639999,53.889999,53.180000,53.490002,40.087624,5314100
2009-06-23,53.750000,53.840000,52.799999,53.009998,39.727879,6528600
2009-06-24,53.330002,53.830002,52.700001,53.049999,39.757862,4730800
2009-06-25,52.889999,54.380001,52.560001,53.990002,40.462334,8050400
2009-06-26,53.720001,54.900002,53.500000,54.700001,40.994434,8836600
2009-06-29,55.330002,55.500000,54.610001,54.840000,41.099358,6368100
2009-06-30,54.939999,55.450001,54.720001,54.959999,41.189301,8815400
2009-07-01,55.119999,56.689999,55.119999,56.520000,42.358429,9715200
2009-07-02,56.029999,56.820000,55.770000,56.349998,42.231014,8161900
2009-07-06,56.270000,57.169998,56.080002,57.130001,42.815598,8886600
2009-07-07,57.070000,57.459999,55.919998,56.000000,41.968708,11953500
2009-07-08,56.090000,56.130001,54.520000,54.849998,41.106865,12094700
2009-07-09,55.110001,55.340000,54.400002,54.680000,40.979462,7263600
2009-07-10,54.360001,54.880001,54.299999,54.709999,41.001930,5945700
2009-07-13,54.750000,55.860001,54.619999,55.669998,41.721394,8829400
2009-07-14,55.630001,56.119999,55.380001,56.090000,42.036152,4569900
2009-07-15,56.540001,57.310001,56.299999,57.279999,42.927998,7676100
2009-07-16,57.000000,57.700001,56.830002,57.259998,42.913002,6302300
